,city,state,males,females,lat,lng,state_name,city_state,age1,age2,age3,total
2392,Fort Mitchell,KY,0,1,39.05950470000001,-84.5474432,Kentucky,"Fort Mitchell, Kentucky",0,0,1,1
2393,Grapevine,KY,0,1,37.3000449,-87.4858321,Kentucky,"Grapevine, Kentucky",0,0,1,1
2394,Laurel County,KY,0,1,37.1374455,-84.1147650768207,Kentucky,"Laurel County, Kentucky",0,0,1,1
2395,Pine Knot,KY,0,1,36.6509124,-84.4385489,Kentucky,"Pine Knot, Kentucky",0,0,1,1
2396,Rowan County,KY,0,1,38.206915,-83.4425764575742,Kentucky,"Rowan County, Kentucky",0,0,1,1
2397,Winchester,KY,0,1,37.990079,-84.1796503,Kentucky,"Winchester, Kentucky",0,0,1,1
2398,American Fork,UT,1,0,40.3768954,-111.7957645,Utah,"American Fork, Utah",1,0,0,1
2399,Brigham City,UT,1,1,41.5102129,-112.01550149999998,Utah,"Brigham City, Utah",0,1,1,2
2400,Canyonlands National Park,UT,2,0,38.16665220000001,-109.984017,Utah,"Canyonlands National Park, Utah",0,0,2,2
2401,Cedar City,UT,1,1,37.6774769,-113.0618931,Utah,"Cedar City, Utah",0,0,2,2
2402,Cottonwood Heights,UT,1,0,40.6196702,-111.8102104,Utah,"Cottonwood Heights, Utah",0,0,1,1
2403,Draper,UT,2,0,40.5246711,-111.8638226,Utah,"Draper, Utah",0,0,1,2
2404,Grantsville,UT,1,0,40.6000817,-112.46353159999998,Utah,"Grantsville, Utah",0,0,1,1
2405,Helper,UT,2,0,39.6841305,-110.8546053,Utah,"Helper, Utah",0,0,2,2
2406,Holladay,UT,1,1,40.6688363,-111.8246557,Utah,"Holladay, Utah",0,0,2,2
2407,Kaysville,UT,1,0,41.0349847,-111.93839309999998,Utah,"Kaysville, Utah",0,0,1,1
2408,Midvale,UT,1,2,40.6110589,-111.8999353,Utah,"Midvale, Utah",0,0,3,3
2409,Moab,UT,1,0,38.5738096,-109.5462146,Utah,"Moab, Utah",0,0,1,1
2410,Oakley,UT,1,1,40.7146758,-111.300734,Utah,"Oakley, Utah",0,0,2,2
2411,Ogden,UT,1,0,41.21607745,-112.008048404781,Utah,"Ogden, Utah",0,0,1,1
2412,Orem,UT,1,0,40.2975185,-111.6944685,Utah,"Orem, Utah",0,0,1,1
2413,Price,UT,1,1,39.5994095,-110.8107148,Utah,"Price, Utah",0,0,2,2
2414,Roy,UT,1,0,41.1617999,-112.0261903,Utah,"Roy, Utah",0,0,1,1
2415,Salt Lake City,UT,9,3,40.7606467,-111.89109,Utah,"Salt Lake City, Utah",0,0,12,12
2416,Salt Lake County,UT,1,1,40.644188,-111.9522491,Utah,"Salt Lake County, Utah",0,0,2,2
2417,South Jordan,UT,2,0,40.5621704,-111.929658,Utah,"South Jordan, Utah",1,1,0,2
2418,Spanish Fork,UT,1,0,40.114955,-111.654923,Utah,"Spanish Fork, Utah",0,0,1,1
2419,St George,UT,1,1,37.104153,-113.5841313,Utah,"St George, Utah",0,0,2,2
2420,Taylorsville,UT,1,0,40.6677517,-111.9386311,Utah,"Taylorsville, Utah",0,0,1,1
2421,Tooele County,UT,1,0,40.48986890000001,-113.11209893102699,Utah,"Tooele County, Utah",0,0,1,1
2422,Washington,UT,1,0,37.10051915,-113.57805325,Utah,"Washington, Utah",0,0,1,1
2423,Washington Terrace,UT,1,0,41.1727268,-111.9766208,Utah,"Washington Terrace, Utah",0,0,1,1
2424,West Valley City,UT,2,0,40.691613200000006,-112.0010501,Utah,"West Valley City, Utah",0,0,2,2
2425,Willard Bay,UT,1,0,41.4796625,-112.328614112911,Utah,"Willard Bay, Utah",0,0,1,1
2426,Salem,UT,0,1,40.0529736,-111.6734537,Utah,"Salem, Utah",0,0,1,1
2427,Anadarko,OK,1,0,35.072562,-98.2436626,Oklahoma,"Anadarko, Oklahoma",0,0,1,1
2428,Arcadia,OK,2,0,35.666723299999994,-97.3267025,Oklahoma,"Arcadia, Oklahoma",0,0,2,2
2429,Ardmore,OK,1,0,34.1742611,-97.1436254,Oklahoma,"Ardmore, Oklahoma",0,0,1,1
2430,Atoka County,OK,1,0,34.419336,-95.96406505831408,Oklahoma,"Atoka County, Oklahoma",0,0,1,1
2431,Bennington,OK,2,0,34.0045412,-96.0377597,Oklahoma,"Bennington, Oklahoma",0,0,2,2
2432,Bethany,OK,1,0,35.512678,-97.6430393718648,Oklahoma,"Bethany, Oklahoma",0,0,1,1
2433,Boise City,OK,1,0,36.7296748,-102.5131384,Oklahoma,"Boise City, Oklahoma",0,0,1,1
2434,Boley,OK,1,1,35.4934062,-96.4836221,Oklahoma,"Boley, Oklahoma",0,0,2,2
2435,Caddo County,OK,1,0,35.131317,-98.3797949,Oklahoma,"Caddo County, Oklahoma",0,0,1,1
2436,Calvin,OK,1,0,34.967423100000005,-96.2522433,Oklahoma,"Calvin, Oklahoma",0,0,1,1
2437,Chandler,OK,1,0,35.7017314,-96.8808582,Oklahoma,"Chandler, Oklahoma",0,0,1,1
2438,Choctaw,OK,1,0,34.0246234,-95.52055,Oklahoma,"Choctaw, Oklahoma",0,0,1,1
2439,Clinton,OK,1,1,35.5156056,-98.9673069,Oklahoma,"Clinton, Oklahoma",0,0,2,2
2440,Coleman,OK,1,1,34.2714809,-96.4191624,Oklahoma,"Coleman, Oklahoma",0,1,1,2
2441,Coweta,OK,3,0,35.9517674,-95.650814,Oklahoma,"Coweta, Oklahoma",0,1,2,3
2442,Cushing,OK,1,1,35.9850639,-96.76697,Oklahoma,"Cushing, Oklahoma",0,0,2,2
2443,Duncan,OK,2,0,34.5023029,-97.9578129,Oklahoma,"Duncan, Oklahoma",0,0,2,2
2444,Edmond,OK,1,0,35.66720150000001,-97.4293703650031,Oklahoma,"Edmond, Oklahoma",0,0,1,1
2445,Enid,OK,3,0,36.3969501,-97.8791067,Oklahoma,"Enid, Oklahoma",0,0,3,3
2446,Fort Smith,OK,1,0,34.9245453,-94.4916113,Oklahoma,"Fort Smith, Oklahoma",0,0,1,1
2447,Guthrie,OK,1,0,35.878937,-97.4253185,Oklahoma,"Guthrie, Oklahoma",1,0,0,1
2448,Haskell,OK,1,0,35.2084387,-95.1115771,Oklahoma,"Haskell, Oklahoma",0,0,1,1
2449,Hominy,OK,1,0,36.4142357,-96.3952963,Oklahoma,"Hominy, Oklahoma",0,1,0,1
2450,Hugo,OK,2,0,34.017889000000004,-95.5392915755206,Oklahoma,"Hugo, Oklahoma",0,0,2,2
2451,Jay,OK,1,0,36.4211914,-94.7968959,Oklahoma,"Jay, Oklahoma",0,0,1,1
2452,Kenefic,OK,1,0,34.148149,-96.3622146,Oklahoma,"Kenefic, Oklahoma",0,0,1,1
2453,Langston,OK,1,0,35.9450505,-97.2553142,Oklahoma,"Langston, Oklahoma",0,0,1,1
2454,Lawton,OK,6,2,34.6086854,-98.3903305,Oklahoma,"Lawton, Oklahoma",0,2,6,8
2455,McLoud,OK,1,0,35.435899600000006,-97.0914163,Oklahoma,"McLoud, Oklahoma",0,0,1,1
2456,Miami,OK,1,0,36.8746177,-94.877374,Oklahoma,"Miami, Oklahoma",0,0,1,1
2457,Midwest City,OK,2,2,35.4741805,-97.3797895832592,Oklahoma,"Midwest City, Oklahoma",0,0,4,4
2458,Moore,OK,1,0,35.33074699999999,-97.4768868588579,Oklahoma,"Moore, Oklahoma",0,1,0,1
2459,Muldrow,OK,1,0,35.40620339999999,-94.5988306,Oklahoma,"Muldrow, Oklahoma",0,0,1,1
2460,Muskogee,OK,1,1,35.74787689999999,-95.3696909,Oklahoma,"Muskogee, Oklahoma",0,0,2,2
2461,Norman,OK,2,0,35.2225717,-97.4394816,Oklahoma,"Norman, Oklahoma",0,0,2,2
2462,OKlahoma City,OK,1,0,35.4707419,-97.5198806,Oklahoma,"OKlahoma City, Oklahoma",0,0,1,1
2463,Oklahoma City,OK,46,6,35.4707419,-97.5198806,Oklahoma,"Oklahoma City, Oklahoma",1,2,46,52
2464,Oklahoma city,OK,1,0,35.4707419,-97.5198806,Oklahoma,"Oklahoma city, Oklahoma",0,0,1,1
2465,Osage County,OK,1,0,36.579681,-96.4442681805892,Oklahoma,"Osage County, Oklahoma",0,0,1,1
2466,Owasso,OK,1,0,36.2695388,-95.8547119,Oklahoma,"Owasso, Oklahoma",0,0,1,1
2467,Paden,OK,1,0,35.50784870000001,-96.5675136,Oklahoma,"Paden, Oklahoma",0,0,1,1
2468,Panama,OK,1,0,35.1673194,-94.6724465,Oklahoma,"Panama, Oklahoma",0,1,0,1
2469,Paoli,OK,2,0,34.826744899999994,-97.2591911,Oklahoma,"Paoli, Oklahoma",0,0,2,2
2470,Pryor,OK,1,0,36.3084275,-95.3169136,Oklahoma,"Pryor, Oklahoma",0,0,1,1
2471,Sallisaw,OK,1,0,35.4603711,-94.7874463,Oklahoma,"Sallisaw, Oklahoma",0,0,1,1
2472,Skiatook,OK,1,0,36.3684245,-96.0013847,Oklahoma,"Skiatook, Oklahoma",0,0,1,1
2473,Stillwell,OK,1,0,35.8138669,-94.6257297,Oklahoma,"Stillwell, Oklahoma",0,0,1,1
2474,Tulsa,OK,36,11,36.219525,-96.03404332152692,Oklahoma,"Tulsa, Oklahoma",0,1,46,47
2475,Tulsa ,OK,1,0,36.15243570000001,-95.9904093,Oklahoma,"Tulsa , Oklahoma",0,0,1,1
2476,Wade,OK,1,0,33.8889875,-96.0760915,Oklahoma,"Wade, Oklahoma",0,0,1,1
2477,Warr Acres,OK,1,0,35.527837,-97.62337852286608,Oklahoma,"Warr Acres, Oklahoma",0,0,1,1
2478,Yale,OK,1,0,36.1142305,-96.6991933,Oklahoma,"Yale, Oklahoma",0,0,1,1
2479,Amber,OK,0,1,35.1603415,-97.8792104,Oklahoma,"Amber, Oklahoma",0,0,1,1
2480,Elk City,OK,0,1,35.4119944,-99.4042592,Oklahoma,"Elk City, Oklahoma",0,0,1,1
2481,Grove,OK,0,1,36.5936863,-94.7691186,Oklahoma,"Grove, Oklahoma",0,0,1,1
2482,Jenks,OK,0,1,36.0228734,-95.9683278,Oklahoma,"Jenks, Oklahoma",0,0,1,1
2483,Logan County,OK,0,1,35.94536195,-97.43620336410619,Oklahoma,"Logan County, Oklahoma",0,0,1,1
2484,Milton,OK,0,1,35.1617641,-94.8635633,Oklahoma,"Milton, Oklahoma",0,0,1,1
2485,Sand Springs,OK,0,1,36.1398102,-96.1088911,Oklahoma,"Sand Springs, Oklahoma",0,0,1,1
2486,Shawnee,OK,0,1,35.32729279999999,-96.9253004,Oklahoma,"Shawnee, Oklahoma",0,0,1,1
2487,The Village,OK,0,1,35.5690425,-97.5574313730159,Oklahoma,"The Village, Oklahoma",0,0,1,1
2488,Anchorage,AK,9,0,61.218056,-149.90028059999997,Alaska,"Anchorage, Alaska",0,0,9,9
2489,Chugiak,AK,1,1,61.3888889,-149.4819444,Alaska,"Chugiak, Alaska",0,0,2,2
2490,Cooper Landing,AK,1,0,60.495261,-149.847857054688,Alaska,"Cooper Landing, Alaska",0,0,1,1
2491,Fairbanks,AK,2,2,64.829002,-147.669916684249,Alaska,"Fairbanks, Alaska",0,0,4,4
2492,Fairview,AK,1,0,61.49560400000001,-149.68633741257298,Alaska,"Fairview, Alaska",0,0,1,1
2493,Fort Richardson,AK,1,0,61.2548733,-149.69006159999995,Alaska,"Fort Richardson, Alaska",0,0,1,1
2494,Joint Base Elmendorf-Richardson,AK,1,0,61.2207463,-149.62180619999995,Alaska,"Joint Base Elmendorf-Richardson, Alaska",0,0,1,1
2495,King Salmon,AK,1,0,58.755172,-156.51925334308197,Alaska,"King Salmon, Alaska",0,0,1,1
2496,Kodiak,AK,1,0,57.7909145,-152.404932080312,Alaska,"Kodiak, Alaska",0,1,0,1
2497,Manokotak,AK,1,0,58.9813889,-159.05833330000004,Alaska,"Manokotak, Alaska",0,0,1,1
2498,Soldotna,AK,2,1,60.4877675,-151.061010045377,Alaska,"Soldotna, Alaska",0,0,3,3
2499,Sutton,AK,1,0,61.7113889,-148.8941667,Alaska,"Sutton, Alaska",0,0,1,1
2500,Tununak,AK,1,0,60.573457,-165.248310182289,Alaska,"Tununak, Alaska",1,0,0,1
2501,Wasilla,AK,2,1,61.5797115,-149.464739190252,Alaska,"Wasilla, Alaska",0,0,3,3
2502,Delta Junction,AK,0,1,64.0619265,-145.688042976088,Alaska,"Delta Junction, Alaska",1,0,0,1
2503,Mountain Village,AK,0,1,62.0855556,-163.7294444,Alaska,"Mountain Village, Alaska",1,0,0,1
2504,Sitka,AK,0,1,57.073204,-135.309655601852,Alaska,"Sitka, Alaska",0,0,1,1
2505,Anderson,IN,6,1,40.1053196,-85.6802541,Indiana,"Anderson, Indiana",0,1,6,7
2506,Angola,IN,1,0,41.6348464,-84.9992683,Indiana,"Angola, Indiana",0,0,1,1
2507,Bloomington,IN,2,1,39.1670396,-86.5342881,Indiana,"Bloomington, Indiana",0,0,3,3
2508,Brown County,IN,1,0,39.1960985,-86.2268992980845,Indiana,"Brown County, Indiana",0,0,1,1
2509,Columbus,IN,2,1,39.2014405,-85.9213796,Indiana,"Columbus, Indiana",0,0,3,3
2510,Cowan,IN,1,1,40.1058781,-85.388582,Indiana,"Cowan, Indiana",0,0,2,2
2511,Cromwell,IN,1,0,41.4006036,-85.6158185,Indiana,"Cromwell, Indiana",0,0,1,1
2512,East Chicago,IN,6,1,41.6397857,-87.4548466,Indiana,"East Chicago, Indiana",0,0,7,7
2513,Edinburgh,IN,1,1,39.35421760000001,-85.96655770000002,Indiana,"Edinburgh, Indiana",0,0,2,2
2514,Elkhart,IN,6,0,41.60127960000001,-85.8590603,Indiana,"Elkhart, Indiana",0,1,5,6
2515,Elwood,IN,1,0,40.2769834,-85.8419246,Indiana,"Elwood, Indiana",0,0,1,1
2516,English,IN,1,0,38.3345045,-86.4641498,Indiana,"English, Indiana",0,0,1,1
2517,Evansville,IN,2,0,37.9747645,-87.5558483,Indiana,"Evansville, Indiana",0,0,2,2
2518,Fort Branch,IN,1,0,38.2511558,-87.58113320000002,Indiana,"Fort Branch, Indiana",0,0,1,1
2519,Fort Wayne,IN,37,2,41.0799898,-85.13860150000002,Indiana,"Fort Wayne, Indiana",0,1,37,39
2520,Fremont,IN,1,0,41.7308834,-84.9327395,Indiana,"Fremont, Indiana",0,0,1,1
2521,Ft Wayne,IN,1,0,41.0799898,-85.13860150000002,Indiana,"Ft Wayne, Indiana",0,0,1,1
2522,Gary,IN,49,2,41.5927467,-87.34678029999998,Indiana,"Gary, Indiana",0,1,49,51
2523,Geneva,IN,1,0,40.5920925,-84.9610079,Indiana,"Geneva, Indiana",1,0,0,1
2524,Glen Park,IN,1,0,41.5417032,-87.33614820000003,Indiana,"Glen Park, Indiana",0,0,1,1
2525,Goshen,IN,1,1,41.58150120000001,-85.83465290000002,Indiana,"Goshen, Indiana",0,0,2,2
2526,Greenfield,IN,1,0,39.785043,-85.76942259999998,Indiana,"Greenfield, Indiana",0,0,1,1
2527,Greensburg,IN,1,1,39.3372722,-85.483581,Indiana,"Greensburg, Indiana",0,0,2,2
2528,Greenwood,IN,2,0,39.6136578,-86.10665259999998,Indiana,"Greenwood, Indiana",0,0,2,2
2529,Hammond,IN,7,0,41.5833658,-87.500043,Indiana,"Hammond, Indiana",0,1,6,7
2530,Howard County,IN,1,0,40.470024,-86.11921188359109,Indiana,"Howard County, Indiana",0,0,1,1
2531,Hudson Lake,IN,1,0,41.7154271,-86.54585229999998,Indiana,"Hudson Lake, Indiana",0,0,1,1
2532,Indianapolis,IN,104,14,39.7683795,-86.1580447,Indiana,"Indianapolis, Indiana",1,5,109,118
2533,Jeffersonville,IN,2,1,38.27757020000001,-85.7371847,Indiana,"Jeffersonville, Indiana",0,0,2,3
2534,Johnson County,IN,1,0,39.4901815,-86.1008683164607,Indiana,"Johnson County, Indiana",0,0,1,1
2535,Knox,IN,1,0,38.687009,-87.3811461,Indiana,"Knox, Indiana",0,0,1,1
2536,Kokomo,IN,3,1,40.4864444,-86.13363509999998,Indiana,"Kokomo, Indiana",0,0,4,4
2537,Lafayette,IN,2,0,40.4167022,-86.8752869,Indiana,"Lafayette, Indiana",0,0,2,2
2538,Lapel,IN,1,0,40.0683725,-85.84831319999998,Indiana,"Lapel, Indiana",0,0,1,1
2539,Lawrence,IN,6,1,38.8400395,-86.4880717,Indiana,"Lawrence, Indiana",0,0,7,7
2540,Marion,IN,2,2,40.5583739,-85.6591442,Indiana,"Marion, Indiana",0,0,4,4
2541,Marion County,IN,1,0,39.77977979999999,-86.13940878526019,Indiana,"Marion County, Indiana",0,0,1,1
2542,Markle,IN,1,0,40.8292133,-85.3355283,Indiana,"Markle, Indiana",0,0,1,1
2543,Merrillville,IN,2,0,41.4828144,-87.3328139,Indiana,"Merrillville, Indiana",0,1,1,2
2544,Michigan City,IN,1,0,41.7075394,-86.89502970000002,Indiana,"Michigan City, Indiana",1,0,0,1
2545,Modoc,IN,1,0,40.0453238,-85.12635420000002,Indiana,"Modoc, Indiana",1,0,0,1
2546,Montgomery,IN,1,0,40.0361447,-86.9007083,Indiana,"Montgomery, Indiana",0,0,1,1
2547,Mooresville,IN,1,0,39.61282429999999,-86.37416,Indiana,"Mooresville, Indiana",0,0,1,1
2548,Morgan Co,IN,1,0,39.4863813,-86.4678144578808,Indiana,"Morgan Co, Indiana",0,0,1,1
2549,New Carlisle,IN,1,1,41.70032310000001,-86.5094621,Indiana,"New Carlisle, Indiana",0,0,2,2
2550,New Castle,IN,1,0,39.9289351,-85.37024770000002,Indiana,"New Castle, Indiana",0,0,1,1
2551,Noblesville,IN,1,1,40.0455918,-86.0085955,Indiana,"Noblesville, Indiana",0,1,1,2
2552,North Vernon,IN,1,0,39.006165,-85.6235796,Indiana,"North Vernon, Indiana",0,0,1,1
2553,Parke County,IN,1,0,39.779175,-87.19128088453449,Indiana,"Parke County, Indiana",0,0,1,1
2554,Perry County,IN,1,1,38.0529355,-86.6144524510208,Indiana,"Perry County, Indiana",0,0,2,2
2555,Pierceton,IN,1,0,41.2003229,-85.7055417,Indiana,"Pierceton, Indiana",0,0,1,1
2556,Pike County,IN,1,0,38.392235,-87.24002736960041,Indiana,"Pike County, Indiana",0,0,1,1
2557,Plainfield,IN,2,0,39.7042123,-86.3994387,Indiana,"Plainfield, Indiana",0,0,2,2
2558,Porter County,IN,1,0,41.466009,-87.0749297427594,Indiana,"Porter County, Indiana",0,0,1,1
2559,Ramsey,IN,1,0,38.3236755,-86.1546964,Indiana,"Ramsey, Indiana",0,0,1,1
2560,Sellersburg,IN,1,0,38.3981216,-85.754964,Indiana,"Sellersburg, Indiana",0,0,1,1
2561,South Bend,IN,5,0,41.68338129999999,-86.2500066,Indiana,"South Bend, Indiana",0,0,5,5
2562,Southport,IN,1,0,39.6588985,-86.1156652241741,Indiana,"Southport, Indiana",0,0,1,1
2563,Speedway,IN,1,0,39.8022653,-86.2672127,Indiana,"Speedway, Indiana",0,0,1,1
2564,Stewartsville,IN,1,1,38.1847672,-87.8328061,Indiana,"Stewartsville, Indiana",0,0,2,2
2565,Sunman,IN,1,0,39.2369971,-85.0946809,Indiana,"Sunman, Indiana",0,0,1,1
2566,Terre Haute,IN,2,0,39.4667025,-87.4139119,Indiana,"Terre Haute, Indiana",0,0,2,2
2567,Vigo County,IN,1,0,39.435072,-87.38363129305219,Indiana,"Vigo County, Indiana",0,0,1,1
2568,Washington,IN,1,0,38.5612578,-86.1179768,Indiana,"Washington, Indiana",0,1,0,1
2569,Waynesville,IN,3,1,39.1150521,-85.8916509,Indiana,"Waynesville, Indiana",0,0,4,4
2570,Clarksville,IN,0,1,38.29673620000001,-85.7599631,Indiana,"Clarksville, Indiana",0,0,1,1
2571,Gas City,IN,0,1,40.4872625,-85.6130311,Indiana,"Gas City, Indiana",0,0,1,1
2572,Milan,IN,0,1,39.12116560000001,-85.1313464,Indiana,"Milan, Indiana",0,0,1,1
2573,Porter,IN,0,1,41.61559370000001,-87.0741995,Indiana,"Porter, Indiana",0,0,1,1
2574,Princeton,IN,0,1,38.35532360000001,-87.5675223,Indiana,"Princeton, Indiana",0,0,1,1
2575,Rochester,IN,0,1,41.0647645,-86.21583309999998,Indiana,"Rochester, Indiana",0,0,1,1
2576,Winslow,IN,0,1,38.382272,-87.2127863,Indiana,"Winslow, Indiana",0,0,1,1
2577,Apopka,FL,4,0,28.741245000000006,-81.53442926981859,Florida,"Apopka, Florida",0,0,4,4
2578,Archer,FL,1,0,29.5299677,-82.5189969,Florida,"Archer, Florida",0,0,1,1
2579,Arlington,FL,1,0,28.8694272,-82.3600949,Florida,"Arlington, Florida",0,0,1,1
2580,Belle Glade,FL,3,0,26.67205525,-80.6825033307995,Florida,"Belle Glade, Florida",0,0,2,3
2581,Big Pine Key,FL,1,1,24.689235,-81.3688467815449,Florida,"Big Pine Key, Florida",0,0,2,2
2582,Boca Raton,FL,5,2,26.3586885,-80.08309840000003,Florida,"Boca Raton, Florida",0,0,7,7
2583,Bonita Springs,FL,2,0,26.3617755,-81.7930306969108,Florida,"Bonita Springs, Florida",0,0,2,2
2584,Boynton Beach,FL,6,1,26.525349100000003,-80.0664309,Florida,"Boynton Beach, Florida",1,0,6,7
2585,Bradenton,FL,6,1,27.4989278,-82.5748194,Florida,"Bradenton, Florida",0,0,7,7
2586,Brandon,FL,4,1,27.937801,-82.2859247,Florida,"Brandon, Florida",0,0,5,5
2587,Brevard County,FL,1,0,28.306727,-80.70061324443971,Florida,"Brevard County, Florida",0,0,1,1
2588,Brooksville,FL,6,2,28.5552719,-82.38787090000002,Florida,"Brooksville, Florida",2,0,6,8
2589,Broward County,FL,1,0,26.1457087,-80.4555171007627,Florida,"Broward County, Florida",0,0,1,1
2590,Cape Coral,FL,2,1,26.5628537,-81.94953309999998,Florida,"Cape Coral, Florida",0,0,3,3
2591,Clearwater,FL,4,1,27.9658533,-82.8001026,Florida,"Clearwater, Florida",0,0,5,5
2592,Cocoa,FL,2,2,28.38212585,-80.7624527107605,Florida,"Cocoa, Florida",0,0,4,4
2593,Cocoa Beach,FL,1,0,28.330172,-80.6262454141897,Florida,"Cocoa Beach, Florida",0,0,1,1
2594,Coconut Grove,FL,1,0,25.7398164,-80.2388468,Florida,"Coconut Grove, Florida",0,0,1,1
2595,Collier,FL,1,0,26.1360651,-81.73068509999997,Florida,"Collier, Florida",0,0,1,1
2596,Columbia County,FL,1,0,30.2116605,-82.6263506667503,Florida,"Columbia County, Florida",0,0,1,1
2597,Crestview,FL,1,0,30.7621326,-86.57050840000002,Florida,"Crestview, Florida",0,0,1,1
2598,Dade City,FL,2,1,28.3647248,-82.19591779999998,Florida,"Dade City, Florida",0,0,3,3
2599,Davenport,FL,1,0,28.161404600000004,-81.6017417,Florida,"Davenport, Florida",0,0,1,1
2600,Daytona Beach,FL,4,0,29.2108147,-81.02283309999999,Florida,"Daytona Beach, Florida",0,1,3,4
2601,DeLand,FL,1,0,29.0194825,-81.29414180082499,Florida,"DeLand, Florida",0,0,1,1
2602,Deland,FL,1,0,29.0194825,-81.29414180082499,Florida,"Deland, Florida",0,0,1,1
2603,Delray Beach,FL,5,0,26.4614625,-80.07282009999999,Florida,"Delray Beach, Florida",0,0,5,5
2604,Deltona,FL,1,0,28.9005446,-81.2636738,Florida,"Deltona, Florida",0,0,1,1
2605,Dorcas,FL,1,0,30.7982425,-86.4157823,Florida,"Dorcas, Florida",0,0,1,1
2606,East Naples,FL,1,0,26.1385453,-81.76654640000002,Florida,"East Naples, Florida",0,0,1,1
2607,East Tampa,FL,1,0,27.8644695,-82.3800931,Florida,"East Tampa, Florida",0,0,1,1
2608,Eatonville,FL,1,0,28.6183331,-81.38591559999998,Florida,"Eatonville, Florida",0,0,1,1
2609,El Portal,FL,1,0,25.8553739,-80.19310300000002,Florida,"El Portal, Florida",0,0,1,1
2610,Elfers,FL,1,0,28.213023,-82.7232741536215,Florida,"Elfers, Florida",0,0,1,1
2611,Escambia,FL,1,0,30.5476304,-87.21598080999809,Florida,"Escambia, Florida",0,0,1,1
2612,Escambia County,FL,1,0,30.614269,-87.3260567554759,Florida,"Escambia County, Florida",0,0,1,1
2613,Fort Lauderdale,FL,9,2,26.1223084,-80.14337859999998,Florida,"Fort Lauderdale, Florida",0,0,11,11
2614,Fort Myers,FL,10,2,26.640628000000003,-81.87230840000002,Florida,"Fort Myers, Florida",0,2,9,12
2615,Fort Pierce,FL,8,1,27.4288232,-80.3413926148683,Florida,"Fort Pierce, Florida",0,1,8,9
2616,Fort Walton Beach,FL,2,0,30.4057552,-86.618842,Florida,"Fort Walton Beach, Florida",0,0,2,2
2617,Frostproof,FL,1,0,27.7458626,-81.5306313,Florida,"Frostproof, Florida",1,0,0,1
2618,Gainesville,FL,3,1,29.651907,-82.3247976,Florida,"Gainesville, Florida",0,0,4,4
2619,Gifford,FL,1,0,27.672964,-80.417888715258,Florida,"Gifford, Florida",0,0,1,1
2620,Goldenrod,FL,1,0,28.6102274,-81.2848946,Florida,"Goldenrod, Florida",0,0,1,1
2621,Graceville,FL,1,1,30.956850300000006,-85.5165993,Florida,"Graceville, Florida",0,0,2,2
2622,Haines,FL,1,0,28.1120191,-81.63119461298629,Florida,"Haines, Florida",0,0,1,1
2623,Hallandale Beach,FL,3,1,25.9856462,-80.1400017916097,Florida,"Hallandale Beach, Florida",0,0,4,4
2624,Hialeah,FL,9,5,25.867010500000006,-80.29146268148291,Florida,"Hialeah, Florida",0,2,12,14
2625,High Springs,FL,2,0,29.8269064,-82.5967832,Florida,"High Springs, Florida",0,0,2,2
2626,Hillsborough,FL,1,0,27.9442248,-82.4446839160248,Florida,"Hillsborough, Florida",0,0,1,1
2627,Holiday,FL,1,0,28.18776335,-82.74159176827371,Florida,"Holiday, Florida",0,0,1,1
2628,Hollywood,FL,11,0,26.04042985,-80.1841650783422,Florida,"Hollywood, Florida",0,1,9,11
2629,Homosassa,FL,1,1,28.7824245,-82.60652639624709,Florida,"Homosassa, Florida",0,0,0,2
2630,Hudson,FL,1,0,28.358244,-82.6920044041935,Florida,"Hudson, Florida",0,0,1,1
2631,Immokalee,FL,3,1,26.4201555,-81.4222401906917,Florida,"Immokalee, Florida",0,0,4,4
2632,Indialantic,FL,1,0,28.0894599,-80.5656079,Florida,"Indialantic, Florida",0,0,1,1
2633,Interlachen,FL,1,0,29.623857399999995,-81.8903684,Florida,"Interlachen, Florida",0,0,1,1
2634,Islamorada,FL,1,0,24.9242995,-80.62784040000003,Florida,"Islamorada, Florida",0,0,1,1
2635,Jacksonville,FL,67,14,30.3321838,-81.655651,Florida,"Jacksonville, Florida",0,3,78,81
2636,Jupiter,FL,1,1,26.9248374,-80.0870737360259,Florida,"Jupiter, Florida",0,0,2,2
2637,Kenneth City,FL,1,0,27.8155812,-82.7201004,Florida,"Kenneth City, Florida",0,0,0,1
2638,Key West,FL,1,0,24.5801765,-81.7468701950965,Florida,"Key West, Florida",0,1,0,1
2639,Kissimmee,FL,3,0,28.2920249,-81.40780129999997,Florida,"Kissimmee, Florida",0,1,2,3
2640,Lake Butler,FL,4,0,30.0227391,-82.3395574,Florida,"Lake Butler, Florida",0,0,4,4
2641,Lake City,FL,3,0,30.1896756,-82.63928990000002,Florida,"Lake City, Florida",1,0,2,3
2642,Lake Helen,FL,1,0,28.9808195,-81.23339370000002,Florida,"Lake Helen, Florida",0,0,1,1
2643,Lake Nona,FL,1,0,28.3927142,-81.2664155009129,Florida,"Lake Nona, Florida",1,0,0,1
2644,Lake Park,FL,1,0,26.8002153,-80.0661631,Florida,"Lake Park, Florida",0,0,1,1
2645,Lake Wales,FL,1,1,27.9014133,-81.5859099,Florida,"Lake Wales, Florida",0,0,2,2
2646,Lake Worth,FL,6,1,26.62014255,-80.0629414613509,Florida,"Lake Worth, Florida",0,1,6,7
